"Word"
"necessidade"
"automatizar"
"todas"
"atividades"
"automatizáveis"
"gastar"
"tempo"
"agregando"
"valor"
"gerando"
"planilhas"
"gráficos"
"apresentações"
"etc"
"ocorre"
"ainda"
"usabilidade"
"sistemas"
"surgidos"
"agilizar"
"processos"
"simples"
"precisam"
"ser"
"reavaliados"
"ex"
"1"
"sistema"
"formulário"
"é"
"difícil"
"usar"
"difícil"
"antecipar"
"resultado"
"propenso"
"falhas"
"2"
"sistema"
"botão"
"serviços"
"muitos"
"serviços"
"exigem"
"entradas"
"dados"
"existentes"
"solicitação"
"ex"
"solicitação"
"estacionamento"
"solicita"
"matricula"
"formar"
"funcionários"
"gestão"
"projetos"
"treinamentos"
"gestão"
"tempo"
"existem"
"ferramentas"
"gestão"
"tempo"
"monitoram"
"atividade"
"computador"
"usuário"
"saber"
"quanto"
"tempo"
"passa"
"cada"
"atividade"
"exemplo"
"melhor"
"solução"
"treinamento"
"melhorar"
"aproveitamento"
"tempo"
"necessário"
"petrobras"
"dispor"
"infra"
"estrutura"
"computacional"
"rede"
"dados"
"rápida"
"muitas"
"vezes"
"rede"
"dados"
"suficientemente"
"rápida"
"permita"
"aplicação"
"tecnologia"
"digitais"
"universidade"
"é"
"melhor"
"tic"
"deveria"
"disponibilizar"
"maquina"
"pre"
"configurada"
"grande"
"poder"
"processamento"
"resolver"
"muitos"
"problemas"
"normalmente"
"próprio"
"técnico"
"dono"
"problema"
"deve"
"resolver"
"sozinho"
"demora"
"meses"
"anos"
"otimizar"
"quantidade"
"informações"
"trocadas"
"burocracias"
"focar"
"atividades"
"importantes"
"petrobras"
"longo"
"prazo"
"precisam"
"ser"
"desenvolvidas"
"expandir"
"aplicação"
"home"
"office"
"pois"
"ambientes"
"favorecem"
"concentração"
"foco"
"treinar"
"força"
"trabalho"
"sobre"
"usar"
"melhor"
"tempo"
"trabalhar"
"bem"
"home"
"office"
"devida"
"priorização"
"atividades"
"eliminação"
"retrabalho"
"autonomia"
"objetivos"
"claros"
"propósito"
"compartilhado"
"chefes"
"preparados"
"lidar"
"pessoas"
"mindset"
"digital"
"redimensionamento"
"equipes"
"vezes"
"equipes"
"grandes"
"pessoas"
"improdutivas"
"adminstração"
"tempo"
"redume"
"aplicação"
"tecnologia"
"concentração"
"saber"
"priorizar"
"outras"
"técnicas"
"dar"
"foco"
"dúvidas"
"processos"
"poderiam"
"ser"
"informatizados"
"poupariam"
"tempo"
"é"
"preciso"
"ser"
"criterioso"
"transformar"
"informatização"
"panaceia"
"automatizar"
"máximo"
"possível"
"serviços"
"empresa"
"deve"
"oferecer"
"exigir"
"utilização"
"metodologias"
"métodos"
"ferramentas"
"sistemas"
"formais"
"avaliação"
"tempo"
"utilizado"
"processos"
"termos"
"eficácia"
"respectivos"
"valores"
"agregados"
"nada"
"declarar"
"acho"
"questão"
"tempo"
"levar"
"conta"
"é"
"planejamento"
"investir"
"capacitação"
"presencial"
"acredito"
"petrobras"
"poderia"
"trabalhar"
"parte"
"homework"
"facilita"
"controle"
"tempo"
"atualização"
"máquinas"
"ampliação"
"capacidade"
"rede"
"petrobras"
"adoção"
"sistemas"
"existentes"
"mercado"
"muitas"
"vezes"
"podem"
"ser"
"adotados"
"cia"
"burocracia"
"ampliação"
"funcionários"
"áreas"
"negócio"
"redução"
"drástica"
"reuniões"
"desfocadas"
"ineficientes"
"intermináveis"
"ampliar"
"home"
"office"
"rgn"
"sede"
"aprimoramento"
"mapeamento"
"processos"
"desdobramento"
"estratégia"
"cia"
"objetivos"
"operacionais"
"serem"
"alcançados"
"alinhamento"
"gerenciamento"
"desempenho"
"metas"
"relacionadas"
"atividade"
"empregado"
"teletrabalho"
"melhor"
"sistema"
"videocon"
"perde"
"bastante"
"tempo"
"tentando"
"conectar"
"videocon"
"todas"
"reuniões"
"pessoas"
"pontuais"
"reuniões"
"ajudaria"
"bastante"
"redução"
"número"
"reuniões"
"participar"
"muitas"
"dessas"
"reuniões"
"acompanhamento"
"operacional"
"plataforma"
"apresente"
"resultados"
"operacionais"
"resumidos"
"forma"
"consolidada"
"pode"
"contribuir"
"redução"
"dessas"
"reuniões"
"controle"
"ser"
"projetos"
"metas"
"tempo"
"empresa"
"foco"
"entregas"
"entrega"
"fazer"
"deveria"
"receber"
"outra"
"demanda"
"trabalho"
"após"
"finalização"
"dessa"
"entrega"
"múltiplas"
"demandas"
"trabalho"
"causam"
"descontrole"
"sobre"
"tempo"
"ver"
"ineficiência"
"exemplo"
"trabalho"
"matricial"
"vários"
"projetos"
"disciplina"
"buscar"
"cases"
"sucesso"
"mercado"
"tornar"
"processo"
"td"
"amigáveis"
"menor"
"número"
"travas"
"padronizados"
"tempo"
"entrar"
"conecte"
"aprender"
"obter"
"toda"
"informação"
"formação"
"vários"
"assuntos"
"nesta"
"base"
"dados"
"todas"
"áreas"
"criaram"
"comunidades"
"conecte"
"remetem"
"lá"
"funcionários"
"obterem"
"formação"
"informação"
"resolverem"
"duas"
"questões"
"trabalho"
"cuidado"
"relevante"
"devem"
"ser"
"realizados"
"outros"
"tipos"
"treinamentos"
"presenciais"
"avaliações"
"caso"
"contrário"
"pode"
"presumir"
"erroneamente"
"determinado"
"conhecimento"
"disseminado"
"comentários"
"acredito"
"melhor"
"distribuição"
"atividades"
"empregados"
"gerência"
"faço"
"parte"
"analisar"
"relação"
"clientes"
"atendidos"
"empregados"
"rh"
"fazer"
"redistribuição"
"gerências"
"setoriais"
"cobrança"
"empregados"
"gestores"
"deveria"
"ser"
"termos"
"produtividade"
"horários"
"ainda"
"vê"
"saldo"
"horas"
"stiff"
"ser"
"utilizado"
"indicador"
"gerência"
"excesso"
"trabalho"
"mau"
"uso"
"tempo"
"petrobras"
"raízes"
"culturais"
"individuais"
"é"
"comum"
"ouvirmos"
"comentário"
"fulano"
"bom"
"profissional"
"trabalhar"
"determinada"
"equipe"
"ocorre"
"função"
"pressão"
"equipes"
"fazem"
"causa"
"metas"
"definidas"
"gerência"
"sistema"
"gerenciamento"
"desempenho"
"causa"
"anomalias"
"equipes"
"unidas"
"definem"
"parâmetros"
"produtividade"
"excluem"
"atendem"
"prego"
"destaca"
"leva"
"martelada"
"ditado"
"japonês"
"acho"
"pouco"
"produzem"
"gerência"
"desestimulam"
"outros"
"busquem"
"maior"
"produtividade"
"pois"
"esforço"
"leva"
"recompensas"
"maiores"
"pouco"
"produzem"
"trabalha"
"carrega"
"piano"
"sempre"
"recebe"
"trabalho"
"enquanto"
"outros"
"passam"
"dias"
"companhia"
"poderíamos"
"ter"
"treinamentos"
"sobre"
"melhoria"
"gestão"
"tempo"
"estudo"
"tempos"
"tarefas"
"atribuições"
"cada"
"profissional"
"sim"
"sistema"
"priorização"
"tarefas"
"coordenador"
"visualização"
"sobre"
"profissionais"
"fazendo"
"projeto"
"consegue"
"elencar"
"prioridades"
"integrar"
"sistemas"
"acompanhamento"
"atividades"
"rotina"
"exemplo"
"outubro"
"2018"
"gd"
"deste"
"ano"
"ainda"
"informado"
"gestores"
"fazer"
